"","block","trial","trialCounter","trials_since_break","targetLoc","distractLoc","fixationTime","fixationPropGoodSamples","fixationTimeout","trialPropGoodSamples","timeout","softTimeoutTrial","omissionTrial","rt","trialPay","totalPay","distractType","timeOnLoc1","timeOnLoc2","timeOnLoc3","timeOnLoc4","timeOnLoc5","timeOnLoc6","timeOnLoc7","ID","instrCondition","Awareness","Singleton","Group"
"39",2,39,15,39,6,4,1.11722374290139,1,0,0.653061224489796,0,0,0,0.496546932132787,1,0.24,2,0,0,0,0,0,0.103397,0.393209,1,1,5,"Low","Implicit"
"40",2,40,16,40,3,5,4.18437868843057,0.168,0,0.121495327102804,0,1,0,1.08183288285613,0,0.24,2,0,0,0.103412,0,0,0,0.9765,1,1,5,"Low","Implicit"
"41",2,41,17,41,4,6,1.05055140881154,1,0,0.915254237288136,0,0,1,0.598079414177846,0,0.24,2,0,0,0,0.110049,0.010004,0.173348,0.306558,1,1,5,"Low","Implicit"
"42",2,42,18,42,3,5,1.25060120727449,0.621621621621622,0,0.206896551724138,0,0,0,0.587038806075043,10,0.34,1,0,0,0.106853,0,0,0,0.479783,1,1,5,"High","Implicit"
"43",2,43,19,43,1,4,1.51728338923112,0.466666666666667,0,0.488549618320611,0,1,0,1.32572992532209,0,0.34,2,0.103266,0,0,0,0,0,1.223236,1,1,5,"Low","Implicit"
"44",2,44,20,44,2,4,3.78428487966949,0.20353982300885,0,0,1,0,0,2.00782826871773,0,0.34,3,0,0,0,0,0,0,2.006413,1,1,5,"Absent","Implicit"
"45",2,45,21,45,3,1,4.88444669611317,0.171232876712329,0,0.112299465240642,0,1,1,1.88985128424065,0,0.34,2,0.033327,0.010028,0.103543,0,0,0,1.74285,1,1,5,"Low","Implicit"
"46",2,46,22,46,6,4,1.31726226688806,0.58974358974359,0,0.54,0,0,0,0.506564859235823,10,0.44,1,0,0,0,0,0,0.106675,0.399921,1,1,5,"High","Implicit"
"47",2,47,23,47,4,6,4.2510327524642,0.173228346456693,0,0.854014598540146,0,1,1,1.38672976805628,0,0.44,1,0,0,0,0.100025,0,0.173269,1.113198,1,1,5,"High","Implicit"
"48",2,48,24,48,5,3,1.08388730047272,1,0,0.897959183673469,0,0,0,0.496855728668379,10,0.54,1,0,0,0,0,0.103285,0,0.393345,1,1,5,"High","Implicit"
"49",3,49,1,49,6,3,1.58397221940368,0.531914893617021,0,0.0603015075376885,1,0,0,2.01095366395748,0,0.54,1,0,0,0,0,0,0.063496,1.949546,1,1,5,"High","Implicit"
"50",3,50,2,50,2,5,3.58425541129918,0.242990654205608,0,0.871794871794872,0,0,0,0.395784479376744,1,0.55,2,0,0.109956,0,0,0,0,0.286702,1,1,5,"Low","Implicit"
"51",3,51,3,51,3,6,1.21723759799534,0.861111111111111,0,1,0,0,0,0.497072157912044,10,0.65,1,0,0.130003,0.103367,0,0,0,0.263254,1,1,5,"High","Implicit"
"52",3,52,4,52,2,6,1.08388850788833,1,0,0.75609756097561,0,0,0,0.415802418321164,1,0.66,4,0,0.100071,0,0,0,0,0.313242,1,1,5,"Absent","Implicit"
"53",3,53,5,53,2,4,1.08388941345038,1,0,1,0,0,0,0.496928422516248,10,0.76,1,0,0.109962,0,0,0,0,0.386667,1,1,5,"High","Implicit"
"54",3,54,6,54,1,5,1.5172975763644,0.466666666666667,0,0.358208955223881,0,1,0,0.678198682689072,0,0.76,1,0.110117,0,0,0,0,0,0.569849,1,1,5,"High","Implicit"
"55",3,55,7,55,6,2,1.35059302703348,0.75,0,1,0,1,1,0.960870918141609,0,0.76,1,0,0.089939,0,0,0,0.109764,0.760184,1,1,5,"High","Implicit"
"56",3,56,8,56,4,2,1.31727409213136,0.82051282051282,0,0.912280701754386,0,1,0,0.577941533354988,0,0.76,1,0,0,0.143335,0.10333,0,0,0.329914,1,1,5,"High","Implicit"
"57",3,57,9,57,5,1,1.15056169459922,1,0,1,0,0,0,0.395825229652473,10,0.86,3,0,0,0,0,0.100003,0,0.293266,1,1,5,"Absent","Implicit"
"58",3,58,10,58,3,1,1.31726896061537,0.794871794871795,0,0.829268292682927,0,0,0,0.41578169628383,10,0.96,3,0,0,0.103346,0,0,0,0.309958,1,1,5,"Absent","Implicit"
"59",3,59,11,59,4,1,1.15056320386884,0.735294117647059,0,0.241379310344828,0,1,0,0.587123627019537,0,0.96,2,0,0,0,0.103507,0,0,0.479796,1,1,5,"Low","Implicit"
"60",3,60,12,60,2,6,1.25057887008643,0.702702702702703,0,0.581395348837209,0,0,0,0.435871884190874,1,0.97,2,0,0.106678,0,0,0,0,0.329936,1,1,5,"Low","Implicit"
"61",3,61,13,61,6,4,1.15056501499203,0.911764705882353,0,1,0,0,0,0.426277759958339,1,0.98,2,0,0,0,0,0,0.103357,0.323284,1,1,5,"Low","Implicit"
"62",3,62,14,62,4,2,1.21724026173933,0.75,0,0,1,0,0,2.01083649170505,0,0.98,1,0,0,0,0,0,0,2.013051,1,1,5,"High","Implicit"
"63",3,63,15,63,6,3,1.05056715815499,1,0,1,0,0,0,0.466944724252244,1,0.99,2,0,0,0,0,0,0.103342,0.363272,1,1,5,"Low","Implicit"
"64",3,64,16,64,4,6,1.38393188429336,0.634146341463415,0,0.784313725490196,0,1,1,0.517159327279842,0,0.99,2,0,0,0,0.103276,0.0333,0.05673,0.323253,1,1,5,"Low","Implicit"
"65",3,65,17,65,6,4,1.08389690685681,0.875,0,0.183908045977011,0,1,0,0.880057438610493,0,0.99,4,0,0,0,0,0,0.100195,0.783022,1,1,5,"Absent","Implicit"
"66",3,66,18,66,3,1,1.08388699861916,1,0,0.451612903225806,0,1,0,0.627840397207365,0,0.99,2,0,0,0.106645,0,0,0,0.519909,1,1,5,"Low","Implicit"
"67",3,67,19,67,2,5,2.81747467404512,0.321428571428571,0,0.196428571428571,0,1,0,0.566891816694351,0,0.99,1,0,0.1033,0,0,0,0,0.463293,1,1,5,"High","Implicit"
"68",3,68,20,68,3,1,1.08389751056438,0.9375,0,1,0,0,0,0.416117961523923,10,1.09,1,0,0,0.103258,0,0,0,0.313322,1,1,5,"High","Implicit"
"69",3,69,21,69,5,1,1.08389147348635,1,0,1,0,0,0,0.426190826035963,10,1.19,1,0,0,0,0,0.109965,0,0.313309,1,1,5,"High","Implicit"
"70",3,70,22,70,4,6,4.0843274034537,0.30327868852459,0,0.839622641509434,0,1,0,1.07390524104267,0,1.19,2,0,0,0,0.100019,0,0,0.976471,1,1,5,"Low","Implicit"
"71",3,71,23,71,3,1,1.25057856823241,0.891891891891892,0,1,0,0,0,0.375727797251784,1,1.2,2,0,0,0.100001,0,0,0,0.273224,1,1,5,"Low","Implicit"
"72",3,72,24,72,6,4,1.08388760232674,1,0,0.551724137931034,0,1,0,0.588269713322006,0,1.2,2,0,0,0,0,0,0.100174,0.483129,1,1,5,"Low","Implicit"
"73",4,73,1,73,3,6,1.08388730047318,1,0,1,0,0,0,0.406082473954029,1,1.21,2,0,0,0.109969,0,0,0,0.296632,1,1,5,"Low","Implicit"
"74",4,74,2,74,6,2,1.117224950317,0.96969696969697,0,1,0,0,0,0.365563365127855,1,1.22,2,0,0,0,0,0,0.103338,0.263278,1,1,5,"Low","Implicit"
"75",4,75,3,75,2,5,1.05055865330451,1,0,1,0,0,0,0.395923634022893,10,1.32,3,0,0.100001,0,0,0,0,0.293269,1,1,5,"Absent","Implicit"
"76",4,76,4,76,3,6,1.08390963766124,1,0,1,0,0,0,0.385697729585445,1,1.33,4,0,0,0.109961,0,0,0,0.273343,1,1,5,"Absent","Implicit"
"77",4,77,5,77,2,5,1.08388639491113,0.6875,0,1,0,0,0,0.375689461807269,10,1.43,1,0,0.1,0,0,0,0,0.276604,1,1,5,"High","Implicit"
"78",4,78,6,78,2,5,1.050556789241,1,0,0.925,0,0,0,0.405948752678341,1,1.44,4,0,0.106684,0,0,0,0,0.299939,1,1,5,"Absent","Implicit"
"79",4,79,7,79,4,2,1.08388790418076,0.9375,0,1,0,1,1,1.10446618983769,0,1.44,1,0,0.193372,0,0.110062,0,0,0.799789,1,1,5,"High","Implicit"
"80",4,80,8,80,5,3,1.08388579120356,0.8125,0,0.953488372093023,0,0,0,0.436300765636133,10,1.54,1,0,0,0,0,0.109958,0,0.323311,1,1,5,"High","Implicit"
"81",4,81,9,81,2,4,1.0838914734868,1,0,1,0,0,0,0.425578968188802,1,1.55,2,0,0.110053,0,0,0,0,0.313233,1,1,5,"Low","Implicit"
"82",4,82,10,82,4,1,1.15057980583333,0.852941176470588,0,0.0402010050251256,1,0,0,2.01084464176029,0,1.55,2,0,0,0,0.016688,0,0,1.993078,1,1,5,"Low","Implicit"
"83",4,83,11,83,1,4,1.08388699861916,0.96875,0,0.941176470588235,0,1,0,0.517392003692748,0,1.55,2,0.10996,0,0,0,0,0,0.406692,1,1,5,"Low","Implicit"
"84",4,84,12,84,5,2,1.41727013784521,0.547619047619048,0,0.659574468085106,0,0,0,0.476547496366948,10,1.65,1,0,0,0,0,0.106771,0,0.373169,1,1,5,"High","Implicit"
"85",4,85,13,85,5,3,1.08388669676515,1,0,1,0,0,0,0.39577783859113,1,1.66,2,0,0,0,0,0.106601,0,0.290031,1,1,5,"Low","Implicit"
"86",4,86,14,86,2,5,1.5172954633872,0.555555555555556,0,1,0,0,0,0.405985933648026,1,1.67,2,0,0.109969,0,0,0,0,0.293278,1,1,5,"Low","Implicit"
"87",4,87,15,87,2,6,1.08389836318565,0.96875,0,0.805555555555556,0,0,0,0.365382305730691,10,1.77,1,0,0.100009,0,0,0,0,0.263285,1,1,5,"High","Implicit"
"88",4,88,16,88,6,3,1.05054874506732,1,0,0.490196078431373,0,1,0,0.516738844803058,0,1.77,1,0,0,0,0,0,0.100131,0.419786,1,1,5,"High","Implicit"
"89",4,89,17,89,1,5,1.11724089563222,0.909090909090909,0,0.892857142857143,0,1,0,1.13469383899064,0,1.77,1,0.103252,0,0,0,0,0,1.036566,1,1,5,"High","Implicit"
"90",4,90,18,90,5,2,1.31725567904368,0.82051282051282,0,1,0,1,1,0.92123846009008,0,1.77,2,0,0.079951,0,0,0.103273,0,0.7366,1,1,5,"Low","Implicit"
"91",4,91,19,91,4,6,2.65078914151036,0.278481012658228,0,1,0,1,1,0.587954630795593,0,1.77,2,0,0,0,0.109878,0,0.183311,0.293385,1,1,5,"Low","Implicit"
"92",4,92,20,92,5,2,3.48425634704654,0.201923076923077,0,0.555555555555556,0,1,0,0.638095581472498,0,1.77,3,0,0,0,0,0.10016,0,0.533171,1,1,5,"Absent","Implicit"
"93",4,93,21,93,3,6,1.08388699861916,1,0,1,0,1,1,0.648855767305577,0,1.77,1,0,0,0.1,0,0,0.203261,0.343318,1,1,5,"High","Implicit"
"94",4,94,22,94,5,3,1.08389213013561,0.9375,0,0.945945945945946,0,0,0,0.375607055693763,10,1.87,1,0,0,0,0,0.103318,0,0.269938,1,1,5,"High","Implicit"
"95",4,95,23,95,6,3,1.11722519922978,0.878787878787879,0,0.151898734177215,0,1,0,0.798995782235124,0,1.87,1,0,0,0,0,0,0.103459,0.696394,1,1,5,"High","Implicit"
"96",4,96,24,96,2,6,1.11724849492066,0.939393939393939,0,0.133333333333333,0,1,0,0.758528343365924,0,1.87,2,0,0.106721,0,0,0,0,0.653169,1,1,5,"Low","Implicit"
"97",5,97,1,1,6,4,2.95083699278211,0.25,0,0.234375,0,1,0,0.64777241367301,0,1.87,1,0,0,0,0,0,0.110108,0.536462,1,1,5,"High","Implicit"
"98",5,98,2,2,3,1,1.08388941345038,0.9375,0,0.760869565217391,0,0,0,0.466300869892621,10,1.97,1,0,0,0.100077,0,0,0,0.36652,1,1,5,"High","Implicit"
"99",5,99,3,3,3,1,1.08390052910318,0.9375,0,0.878048780487805,0,0,0,0.416119772647562,10,2.07,3,0,0,0.106688,0,0,0,0.306522,1,1,5,"Absent","Implicit"
"100",5,100,4,4,2,6,1.08390450614479,1,0,0.975409836065574,0,1,0,1.23620247457802,0,2.07,2,0,0.10001,0.116621,0,0,0,1.019939,1,1,5,"Low","Implicit"
"101",5,101,5,5,5,1,1.0838941372308,1,0,0.972972972972973,0,0,0,0.375575361034407,1,2.08,2,0,0,0,0,0.103218,0,0.273381,1,1,5,"Low","Implicit"
"102",5,102,6,6,1,4,1.08389811427242,1,0,0.327586206896552,0,1,0,0.587329793230765,0,2.08,2,0.103322,0,0,0,0,0,0.483235,1,1,5,"Low","Implicit"
"103",5,103,7,7,4,6,1.08389086977877,1,0,1,0,0,0,0.466691166979672,10,2.18,1,0,0,0,0.103282,0,0,0.36325,1,1,5,"High","Implicit"
"104",5,104,8,8,3,1,1.08388579120356,1,0,1,0,0,0,0.38569803143946,10,2.28,1,0,0,0.109964,0,0,0,0.273346,1,1,5,"High","Implicit"
"105",5,105,9,9,4,2,1.05054965062891,1,0,1,0,0,0,0.4565162758513,10,2.38,1,0,0,0,0.109955,0,0,0.346683,1,1,5,"High","Implicit"
"106",5,106,10,10,2,6,1.05054723579769,1,0,1,0,1,1,1.42804934047399,0,2.38,1,0,0.103372,0,0,0,0.123297,1.203201,1,1,5,"High","Implicit"
"107",5,107,11,11,4,6,1.41728089870412,0.595238095238095,0,1,0,0,0,0.385711011156673,1,2.39,2,0,0,0,0.103248,0,0,0.283315,1,1,5,"Low","Implicit"
"108",5,108,12,12,5,1,1.08388126339514,0.96875,0,1,0,0,0,0.436219619879012,10,2.49,3,0,0,0,0,0.10334,0,0.33327,1,1,5,"Absent","Implicit"
"109",5,109,13,13,1,3,1.0838978124184,1,0,0.982456140350877,0,1,1,0.577419220233423,0,2.49,2,0.103331,0,0.090029,0,0,0,0.383232,1,1,5,"Low","Implicit"
"110",5,110,14,14,5,3,1.08388790418076,1,0,1,0,0,0,0.364924446311761,1,2.5,4,0,0,0,0,0.100008,0,0.263251,1,1,5,"Absent","Implicit"
"111",5,111,15,15,2,4,1.08388513455475,1,0,1,0,0,0,0.405998558571355,10,2.6,1,0,0.110059,0,0,0,0,0.296621,1,1,5,"High","Implicit"
"112",5,112,16,16,4,2,1.08389298275642,1,0,1,0,0,0,0.416118263377939,10,2.7,1,0,0,0,0.10336,0,0,0.313304,1,1,5,"High","Implicit"
"113",5,113,17,17,5,3,1.08392377185373,1,0,0.844444444444444,0,0,1,0.456316448572125,0,2.7,2,0,0,0.080027,0.009992,0.106683,0,0.259947,1,1,5,"Low","Implicit"
"114",5,114,18,18,6,2,1.08389479387915,1,0,1,0,0,0,0.385796737663441,10,2.8,1,0,0,0,0,0,0.110055,0.273256,1,1,5,"High","Implicit"
"115",5,115,19,19,1,5,1.08388820603477,1,0,1,0,1,0,1.0944479608811,0,2.8,2,0.109876,0,0,0,0,0,0.986621,1,1,5,"Low","Implicit"
"116",5,116,20,20,4,6,1.08388971530394,0.96875,0,1,0,1,1,0.50723225820002,0,2.8,1,0,0,0,0.100004,0.009976,0.133278,0.263348,1,1,5,"High","Implicit"
"117",5,117,21,21,3,6,1.08390168357801,1,0,0.211538461538462,0,1,0,0.526469406996966,0,2.8,4,0,0,0.10665,0,0,0,0.423218,1,1,5,"Absent","Implicit"
"118",5,118,22,22,6,3,1.0505463302361,0.967741935483871,0,0.897810218978102,0,1,0,1.38773011186777,0,2.8,2,0,0,0,0,0.036668,0.106705,1.243165,1,1,5,"Low","Implicit"
"119",5,119,23,23,6,2,1.08388996421672,1,0,0.73469387755102,0,0,0,0.49681528024621,1,2.81,2,0,0,0,0,0,0.103442,0.393201,1,1,5,"Low","Implicit"
"120",5,120,24,24,6,4,1.08390661912244,1,0,1,0,0,0,0.325032039114376,1,2.82,2,0,0,0,0,0,0.100001,0.223292,1,1,5,"Low","Implicit"
"121",6,121,1,25,2,4,1.08388941345038,1,0,1,0,0,0,0.405946284906349,1,2.83,2,0,0.109972,0,0,0,0,0.293286,1,1,5,"Low","Implicit"
"122",6,122,2,26,3,1,1.08388609305757,1,0,1,0,0,1,0.496195574197827,0,2.83,2,0.089914,0,0.109966,0,0,0,0.296752,1,1,5,"Low","Implicit"
"123",6,123,3,27,6,3,1.08389630314878,1,0,1,0,0,0,0.395783166079127,1,2.84,2,0,0,0,0,0,0.10336,0.293273,1,1,5,"Low","Implicit"
"124",6,124,4,28,1,5,1.45061522815513,1,0,1,0,1,0,0.821200652656898,0,2.84,2,0.100097,0,0,0,0,0,0.719821,1,1,5,"Low","Implicit"
"125",6,125,5,29,2,5,1.41726862857604,1,0,0.942857142857143,0,0,0,0.355220447260763,1,2.85,4,0,0.1033,0,0,0,0,0.24999,1,1,5,"Absent","Implicit"
"126",6,126,6,30,3,1,1.08389600129476,1,0,1,0,0,0,0.385601936019157,10,2.95,1,0,0,0.100001,0,0,0,0.286664,1,1,5,"High","Implicit"
"127",6,127,7,31,6,2,1.08388689273715,1,0,1,0,0,1,0.466626268392247,0,2.95,2,0,0.080037,0,0,0,0.103359,0.283223,1,1,5,"Low","Implicit"
"128",6,128,8,32,6,3,1.0839020383728,1,0,1,0,0,0,0.385730027952377,10,3.05,1,0,0,0,0,0,0.110059,0.273249,1,1,5,"High","Implicit"
"129",6,129,9,33,6,4,1.08388971530439,1,0,1,0,0,0,0.365623132199289,10,3.15,1,0,0,0,0,0,0.109968,0.253295,1,1,5,"High","Implicit"
"130",6,130,10,34,2,5,1.08388609305757,1,0,1,0,0,0,0.416073589001371,1,3.16,4,0,0.110049,0,0,0,0,0.306627,1,1,5,"Absent","Implicit"
"131",6,131,11,35,3,6,1.05055955886655,0.935483870967742,0,0.829268292682927,0,0,0,0.415945904803266,10,3.26,3,0,0,0.1101,0,0,0,0.306553,1,1,5,"Absent","Implicit"
"132",6,132,12,36,1,3,1.08391109399008,1,0,0.991228070175439,0,1,0,1.15527152093955,0,3.26,1,0.113323,0,0,0,0,0,1.043201,1,1,5,"High","Implicit"
"133",6,133,13,37,3,6,1.08389484682039,1,0,0.981481481481482,0,1,0,0.547690943305952,0,3.26,3,0.100032,0,0.109901,0,0,0,0.336662,1,1,5,"Absent","Implicit"
"134",6,134,14,38,4,1,1.08390903395366,1,0,1,0,0,0,0.466647345223919,1,3.27,2,0,0,0,0.103355,0,0,0.363261,1,1,5,"Low","Implicit"
"135",6,135,15,39,5,1,1.08388699861916,1,0,1,0,0,0,0.476457294992542,1,3.28,2,0,0,0,0,0.109953,0,0.363258,1,1,5,"Low","Implicit"
"136",6,136,16,40,4,6,1.08388699861916,1,0,1,0,0,0,0.406036041395055,10,3.38,1,0,0,0,0.103321,0,0,0.303357,1,1,5,"High","Implicit"
"137",6,137,17,41,5,1,1.08390782653805,1,0,1,0,0,0,0.365545661629767,1,3.39,2,0,0,0,0,0.103353,0,0.263269,1,1,5,"Low","Implicit"
"138",6,138,18,42,4,1,1.08388880974235,1,0,1,0,0,0,0.436394996992931,10,3.49,1,0,0,0,0.100001,0,0,0.33325,1,1,5,"High","Implicit"
"139",6,139,19,43,3,5,1.08390028019039,1,0,1,0,1,0,0.70968234590373,0,3.49,1,0,0,0.10001,0,0,0,0.606593,1,1,5,"High","Implicit"
"140",6,140,20,44,2,5,1.08389967648282,1,0,1,0,0,0,0.446445169521212,10,3.59,1,0,0.11006,0,0,0,0,0.336631,1,1,5,"High","Implicit"
"141",6,141,21,45,4,6,1.18390145742069,0.971428571428571,0,1,0,0,0,0.395851189087807,1,3.6,2,0,0,0,0.103346,0,0,0.293269,1,1,5,"Low","Implicit"
"142",6,142,22,46,2,6,1.08388699861916,1,0,1,0,1,0,0.871652316874588,0,3.6,2,0,0.100001,0,0,0,0,0.769855,1,1,5,"Low","Implicit"
"143",6,143,23,47,2,6,1.08391476917768,1,0,1,0,0,0,0.345289454080103,10,3.7,1,0,0.109985,0,0,0,0,0.233253,1,1,5,"High","Implicit"
"144",6,144,24,48,1,5,1.08388850788879,1,0,0.19047619047619,0,1,0,0.849763985308073,0,3.7,1,0.106906,0,0,0,0,0,0.746284,1,1,5,"High","Implicit"
"145",7,145,1,49,5,2,1.6173246600888,0.770833333333333,0,0.2,0,1,0,0.555779971071843,0,3.7,1,0,0,0,0,0.109991,0,0.44663,1,1,5,"High","Implicit"
